stopID,entry/update time,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,reaultOfStop
1446,4/5/2021 21:19,4/5/2021 19:20,10,FALSE,Campbell ,Arboleda,1, White, None,FALSE,55,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Failed to stop, Citation for infraction
1447,4/6/2021 0:29,4/5/2021 21:30,45,FALSE,1 north San Antonio rd,Main,1, White, None,FALSE,50,Male,No,FALSE, None, Handcuffed or flex cuffed; Search of person was conducted,,, Incident to arrest, No weapons or contraband found, Reasonable Suspicion, Other Reasonable Suspicion of a crime, Injury to spouse, Custodial Arrest without warrant
1448,4/6/2021 3:28,4/6/2021 3:27,5,FALSE,El monte,Foothill,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, No front license plate, Warning (verbal or written)
1449,4/6/2021 4:24,4/6/2021 4:00,20,FALSE,Grant rd,Eunice ave,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Unlicensed driver, Citation for infraction; Citation for infraction
1450,4/6/2021 8:52,4/6/2021 8:51,4,FALSE,covington rd,campbell ave,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
1451,4/6/2021 9:15,4/6/2021 9:14,5,FALSE,foothill expy,main st,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
1452,4/6/2021 10:18,4/6/2021 9:10,8,FALSE,Hawkins Dr,,1, Middle Eastern or South Asian, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in a 25, Citation for infraction
1453,4/6/2021 10:20,4/6/2021 9:55,15,FALSE,Covington,Eastwood ,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver on cell phone. Admitted to texting. Identified by license. Cited and released, Citation for infraction; In-field cite and release
1454,4/6/2021 10:38,4/6/2021 10:22,9,FALSE,Foothill Expressway ,San Antonio ,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Cell phone in use while driving, Citation for infraction
1455,4/6/2021 10:50,4/6/2021 10:48,8,FALSE,University ave,,1, White, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 67mph in 45, Citation for infraction
1456,4/6/2021 10:58,4/6/2021 10:42,9,FALSE,Foothill Expressway ,San Antonio ,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Cell phone in use while driving, Citation for infraction
1457,4/6/2021 12:29,4/6/2021 12:28,6,FALSE,springer ave,el monte ave,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
1458,4/6/2021 12:30,4/6/2021 12:28,8,FALSE,Fallen leaf ,Homestead,1, White, None,FALSE,43,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 38 in a 25, Citation for infraction
1459,4/6/2021 14:27,4/6/2021 14:12,8,FALSE,Springer ,Berry,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Texting while driving, Citation for infraction
1460,4/6/2021 14:58,4/6/2021 14:56,5,FALSE,magdalena ave,foothill expy,1, White, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, two tail lamps out, Warning (verbal or written)
1461,4/6/2021 15:53,4/6/2021 15:40,8,FALSE,Miramonte Rd,Covington Rd,1, White, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 36mph in a 15 (school zone), Citation for infraction
1462,4/6/2021 16:37,4/6/2021 12:30,18,FALSE,Miramonte,Altos oaks,1, Hispanic/Latino/a, None,TRUE,24,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired registration, Citation for infraction
1463,4/7/2021 7:57,4/6/2021 15:20,12,FALSE,Covington Rd,Thatcher Dr,1, White, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver make U-turn in residential district while cats approaching from both west and east within 200’. Stopped. Identified by Tennessee license. No California license. Cited and released., Citation for infraction
1464,4/7/2021 8:19,4/7/2021 7:55,15,FALSE,W. Portola ,San Antonio ,1, Middle Eastern or South Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 53mph in a 35mph zone, Citation for infraction
1465,4/7/2021 8:48,4/7/2021 8:32,9,FALSE,First St,San Antonio ,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Talking on cell phone while driving, Citation for infraction
1466,4/7/2021 9:05,4/7/2021 8:55,3,FALSE,Edith Ave,2nd st,1, White, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Red arrow violation, Warning (verbal or written)
1467,4/7/2021 9:28,4/7/2021 9:10,8,FALSE,First st,San Antonio Rd,1, Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Cell phone operation, Citation for infraction; Citation for infraction
1468,4/7/2021 9:43,4/7/2021 9:28,10,FALSE,Foothill Expressway ,San Antonio ,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,25,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Cell phone in use while driving, Citation for infraction
1469,4/7/2021 11:08,4/7/2021 11:00,2,FALSE,Distel Dr,Distel Cir,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," Left turn; no left turn sign, lane closed", Warning (verbal or written)
1470,4/7/2021 12:25,4/7/2021 11:25,15,FALSE,El Camino Real ,,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Left U- turn from #1 lane to opposite direction turn lane cones off (closed) with no left turn sign posted., Citation for infraction
1471,4/7/2021 14:42,4/7/2021 14:28,10,FALSE,Almond ,Alicia ,1, Pacific Islander, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 47mph in 25mph zone, Citation for infraction
1472,4/7/2021 15:10,4/7/2021 15:00,8,FALSE,Edith Ave,University ave,1, White, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 66mph in a 45, Citation for infraction
1473,4/7/2021 15:42,4/7/2021 15:25,8,FALSE,Arastradero rd,Foothill Expwy ,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 63mph in a 45, Citation for infraction
1474,4/8/2021 10:20,4/8/2021 9:55,8,FALSE,Foothill Expwy ,Arastradero rd,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 70mph in a 45, Citation for infraction
1475,4/8/2021 10:34,4/8/2021 10:17,9,FALSE,Springer ,Raymundo ,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Holding and operating cell phone while driving, Citation for infraction
1476,4/8/2021 10:50,4/8/2021 10:35,8,FALSE,Main st,3rd st,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Operating cell phone while in transit, Citation for infraction
1477,4/8/2021 11:56,4/8/2021 11:50,10,FALSE,Main st,,1, White, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Cross over double yellow, Citation for infraction
1478,4/8/2021 12:02,4/8/2021 11:49,9,FALSE,Main st,,1, Asian, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", U-turn across double lines down town, Citation for infraction
1479,4/8/2021 12:30,4/8/2021 12:10,8,FALSE,Foothill Expwy ,San Antonio Rd,1, White, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 63mph in a 45, Citation for infraction
1480,4/8/2021 12:55,4/8/2021 12:40,8,FALSE,Foothill Expwy ,Arastradero Rd,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 63mph in a 45, Citation for infraction
1481,4/8/2021 13:02,4/8/2021 10:52,14,FALSE,Los Altos Ave,Yerba Buena Pl,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver driving north on Los Altos Ave. driver on cell phone (texting). Stopped and identified by license. Cited and released, Citation for infraction
1482,4/8/2021 13:08,4/8/2021 11:30,9,FALSE,Los Altos Ave,Yerba Buena Ave,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver on north Los Altos Ave. driver on cell phone (talking) admitted. Identified by license. Cited and released, Citation for infraction
1483,4/8/2021 13:16,4/8/2021 13:05,8,FALSE,State st,4th st,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Driving with cell phone use, Citation for infraction
1484,4/8/2021 13:46,4/8/2021 13:30,9,FALSE,El Camino Real ,,1, Middle Eastern or South Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Talking on cell phone while driving, Citation for infraction
1485,4/8/2021 14:22,4/8/2021 14:08,12,FALSE,Russel ,Berry,1, Pacific Islander, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 34mph in 15mph school zone with children present., Citation for infraction
1486,4/8/2021 15:11,4/8/2021 15:09,10,FALSE,Covington rd,,1, Middle Eastern or South Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Cell phone in hand operating it, Citation for infraction
1487,4/9/2021 8:17,4/9/2021 7:16,2,FALSE,El monte,Foothill,1, Asian, None,FALSE,53,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Did not stop at red light, Warning (verbal or written)
1488,4/9/2021 13:52,4/9/2021 8:17,15,FALSE,El Camino real,El monte,1, Middle Eastern or South Asian, None,FALSE,38,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Phone in hand, Warning (verbal or written)
1489,4/9/2021 14:17,4/9/2021 13:52,3,FALSE,Riverside,Berry,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Cell phone in hand, Warning (verbal or written)
1490,4/9/2021 15:14,4/9/2021 15:13,5,FALSE,San Antonio road ,Alvarado ,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired registration, Warning (verbal or written)
1491,4/9/2021 15:25,4/9/2021 15:24,5,FALSE,ortega,el camino real,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg, Warning (verbal or written)
1492,4/9/2021 15:27,4/9/2021 11:25,5,FALSE,golden,altos oaks,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, swerving in and out of lanes, No Action
1493,4/9/2021 16:38,4/9/2021 9:18,90,FALSE,Almond ,Doud,1, Black/African American, None,FALSE,45,Male,No,FALSE, None, Asked for consent to search person; Handcuffed or flex cuffed; Patrol car detention; Search of person was conducted, true,, Consent given; Incident to arrest, Arrested for warrant; Arrested for warrant, Knowledge of outstanding arrest warrant/wanted person, , Active arrest warrant, Custodial Arrest pursuant to outstanding warrant
1494,4/9/2021 19:10,4/9/2021 18:42,7,FALSE,EL MONTE AVE,WOODSTOCK LN,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WAS CITED  FOR EQUIPMENT VIOLATION AND RELEASED, Citation for infraction
1495,4/9/2021 20:01,4/9/2021 19:59,7,FALSE,FOOTHILL EXPRESSWAY,EL MONTE AVE,1, Asian, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 65 MPH IN A 45 MPH ZONE...DRIVER CITED AND RELEASED, Citation for infraction
1496,4/9/2021 21:18,4/9/2021 21:13,6,FALSE,Foothill ,Grant,1, Middle Eastern or South Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, License plate reflective missing (c), Warning (verbal or written)
1497,4/9/2021 21:59,4/9/2021 21:58,7,FALSE,HOMESTEAD RD,FOOTHILL EXPRESSWAY,1, White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", VEH REG EXP IN APRIL OF 2020...DRIVER WARNED AND RELEASED, Warning (verbal or written)
1498,4/10/2021 0:23,4/10/2021 0:21,8,FALSE,,Springer rd,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, High beams, Warning (verbal or written)
1499,4/10/2021 0:25,4/10/2021 0:23,10,FALSE,El monte,Foothill,1, Hispanic/Latino/a, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Straddling lanes, Warning (verbal or written)
1500,4/10/2021 0:44,4/10/2021 0:42,7,FALSE,EL MONTE AVE,UNIVERSITY AVE,1, Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 50 MPH IN 35 MPH ZONE...CITED FOR NO DL AND PLATES AND RELEASED, Citation for infraction; Citation for infraction
1501,4/10/2021 3:00,4/10/2021 2:53,5,FALSE,El Camino real,Deodera,1, Hispanic/Latino/a, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Headlamp broken, Warning (verbal or written)
1502,4/10/2021 3:04,4/10/2021 1:15,5,FALSE,El Camino real ,Distel,1, White, None,FALSE,80,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Headlamp, Warning (verbal or written)
1502,4/10/2021 3:04,4/10/2021 1:15,5,FALSE,El Camino real ,Distel,2, White, None,FALSE,80,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Passenger, Warning (verbal or written)
1503,4/10/2021 11:13,4/10/2021 11:10,5,FALSE,San antonio,Hawthorne,1, Asian, None,FALSE,52,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unlawful u turn, Warning (verbal or written)
1504,4/10/2021 16:05,4/10/2021 11:13,3,FALSE,St joseph,Deodara ,1, White, None,FALSE,63,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Left turn from right turn only, Warning (verbal or written)
1505,4/10/2021 16:41,4/10/2021 16:05,12,FALSE,Foothill,Springer,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 65 in a 45, Citation for infraction
1506,4/11/2021 3:36,4/11/2021 3:33,5,FALSE,Foothill,Magdalena,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Red light violation, Warning (verbal or written)
1507,4/11/2021 3:49,4/10/2021 19:08,5,FALSE,ARBORETUM,FARM RD,1, Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 65 MPH IN 45 MPH ZONE...DRIVER WARNED AND RELEASED, Warning (verbal or written)
1508,4/11/2021 19:39,4/11/2021 19:37,5,FALSE,Foothill,Springer,1, Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe speed, Warning (verbal or written)
1509,4/11/2021 22:13,4/11/2021 19:39,10,FALSE,Grant,Foothill,1, Hispanic/Latino/a, None,TRUE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe speed, Warning (verbal or written)
1510,4/12/2021 3:22,4/12/2021 3:19,5,FALSE,foothill,homestead,1, Hispanic/Latino/a, None,TRUE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, reg suspended, Warning (verbal or written)
1511,4/12/2021 5:01,4/12/2021 3:52,5,FALSE,Loucks,San Antonio rd,1, White, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, No white lamp or red reflector, Warning (verbal or written)
1512,4/12/2021 5:08,4/12/2021 4:06,13,FALSE,El Camino real,Rickeys lane,1, Native American, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation," Expired registration, no DL in possession, no insurance in possession", Citation for infraction
1513,4/12/2021 5:21,4/11/2021 22:13,5,FALSE,Foothill,Springer,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe speed, Warning (verbal or written)
1514,4/12/2021 8:47,4/12/2021 8:27,9,FALSE,Miramonte,Covington,1, Asian; Pacific Islander, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Did not slow or stop for stop sign, Citation for infraction
1515,4/12/2021 8:48,4/12/2021 8:47,4,FALSE,Covington ,,1, White, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," Slowed, but rolled through stop sign.", Warning (verbal or written)
1516,4/12/2021 9:23,4/12/2021 9:07,4,FALSE,springer ave,berry ave,1, Middle Eastern or South Asian, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
1517,4/12/2021 9:23,4/12/2021 9:22,8,FALSE,magdalena,,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg, Warning (verbal or written)
1518,4/12/2021 9:41,4/12/2021 9:40,10,FALSE,Golden,Lincoln ,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in 25mph zone, Citation for infraction
1519,4/12/2021 11:34,4/12/2021 9:23,3,FALSE,los altos ave,,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation"," false tabs on exp reg, rental car", Warning (verbal or written)
1520,4/12/2021 15:04,4/12/2021 6:32,5,FALSE,san antonio ,portola,1, Hispanic/Latino/a, None,TRUE,50,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", not readable, Warning (verbal or written)
1521,4/12/2021 16:42,4/12/2021 16:37,10,FALSE,main,foothill,1, Hispanic/Latino/a, None,FALSE,30,Female,No,FALSE, None, Person removed from vehicle by order; Property was seized,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", false tabs, In-field cite and release
